,Material,AtomicMass,AtomicNumber,FirstIonizationEnergy,CovalentRadius,ElectronAffinity,FusionHeat,Period,Valence,VaporizationHeat
3214,3214,80.66675333,33.90555556,943.3338889,120.6166667,97.72727778,5.718111111,3.794444444,2.672222222,104.01
3215,3215,81.29588667,34.15,943.1394444,120.6833333,98.22694444,5.708111111,3.805555556,2.683333333,105.6544444
3216,3216,81.92502,34.39444444,942.945,120.75,98.72661111,5.698111111,3.816666667,2.694444444,107.2988889
3217,3217,83.18328667,34.88333333,942.5561111,120.8833333,99.72594444,5.678111111,3.838888889,2.716666667,110.5877778
3218,3218,82.28293644,34.46666667,944.7733333,120.6666667,96.62311111,5.406222222,3.822222222,2.666666667,113.3377778
3219,3219,57.87967799,25.06563707,1001.470656,113.6447876,109.1158301,4.984007722,3.38996139,2.077220077,105.3049807
3220,3220,57.9174064,25.08914729,999.9666667,113.8914729,108.9922481,4.999364341,3.395348837,2.081395349,106.3588372
3221,3221,57.72811246,25.02012384,1000.155728,113.879257,109.0417957,4.988873065,3.393188854,2.085139319,106.8573684
3222,3222,57.60812127,24.98757764,998.5906832,114.1521739,108.9425466,4.997465839,3.397515528,2.093167702,108.4985093
3223,3223,57.39067389,24.91530692,997.7526807,114.3139083,108.9176379,4.994960373,3.398601399,2.101010101,109.9010645
3224,3224,57.01342479,24.77769171,998.1379551,114.2881487,109.0170411,4.973975213,3.394268009,2.108443067,110.8879241
3225,3225,56.79602209,24.70542636,997.3015504,114.4496124,108.9922481,4.971457364,3.395348837,2.11627907,112.2890698
3226,3226,56.60846405,24.6369969,997.4947368,114.4365325,109.0417957,4.961009288,3.393188854,2.11996904,112.7784211
3227,3227,56.66228716,24.53857143,1011.563286,115.4228571,110.1564429,3.839571429,3.404285714,2.261428571,152.7042857
3228,3228,56.64842259,24.53571429,1011.538143,115.4,110.1381571,3.851285714,3.404285714,2.261428571,152.9271429
3229,3229,56.6414903,24.53428571,1011.525571,115.3885714,110.1290143,3.857142857,3.404285714,2.261428571,153.0385714
3230,3230,56.41965716,24.48857143,1011.123286,115.0228571,109.8364429,4.044571429,3.404285714,2.261428571,156.6042857
3231,3231,56.63455801,24.53285714,1011.513,115.3771429,110.1198714,3.863,3.404285714,2.261428571,153.15
3232,3232,56.44249229,24.45714286,1011.597143,115.3714286,109.9722857,3.846857143,3.4,2.257142857,151.5771429
3233,3233,56.43556,24.45571429,1011.584571,115.36,109.9631429,3.852714286,3.4,2.257142857,151.6885714
3234,3234,56.42862771,24.45428571,1011.572,115.3485714,109.954,3.858571429,3.4,2.257142857,151.8
3235,3235,56.42169543,24.45285714,1011.559429,115.3371429,109.9448571,3.864428571,3.4,2.257142857,151.9114286
3236,3236,56.19986229,24.40714286,1011.157143,114.9714286,109.6522857,4.051857143,3.4,2.257142857,155.4771429
3237,3237,56.41476314,24.45142857,1011.546857,115.3257143,109.9357143,3.870285714,3.4,2.257142857,152.0228571
3238,3238,57.17514186,24.72857143,1011.484286,115.5428571,110.5861429,3.822571429,3.414285714,2.271428571,155.3342857
3239,3239,57.16820957,24.72714286,1011.471714,115.5314286,110.577,3.828428571,3.414285714,2.271428571,155.4457143
3240,3240,42.27128375,18.875,1090.079167,100,119.9429167,3.452166667,2.958333333,2.125,107.9816667
3241,3241,56.06230293,24.31857143,1011.628429,115.2628571,109.6470714,3.870714286,3.392857143,2.25,149.9214286
3242,3242,56.05537064,24.31714286,1011.615857,115.2514286,109.6379286,3.876571429,3.392857143,2.25,150.0328571
3243,3243,56.04843836,24.31571429,1011.603286,115.24,109.6287857,3.882428571,3.392857143,2.25,150.1442857
3244,3244,56.78108793,24.58714286,1011.490429,115.4114286,110.2426429,3.858142857,3.407142857,2.264285714,153.9014286
3245,3245,56.63455801,24.53285714,1011.513,115.3771429,110.1198714,3.863,3.404285714,2.261428571,153.15
3246,3246,56.41476314,24.45142857,1011.546857,115.3257143,109.9357143,3.870285714,3.4,2.257142857,152.0228571
3247,3247,57.54146664,24.86428571,1011.427857,115.6285714,110.8930714,3.810428571,3.421428571,2.278571429,157.2128571
3248,3248,56.66228716,24.53857143,1011.563286,115.4228571,110.1564429,3.839571429,3.404285714,2.261428571,152.7042857
3249,3249,56.44249229,24.45714286,1011.597143,115.3714286,109.9722857,3.846857143,3.4,2.257142857,151.5771429
3250,3250,56.0761675,24.32142857,1011.653571,115.2857143,109.6653571,3.859,3.392857143,2.25,149.6985714
3251,3251,57.31473949,24.78142857,1011.449143,115.5657143,110.6997714,3.823571429,3.417142857,2.274285714,156.1971429
3252,3252,57.16820957,24.72714286,1011.471714,115.5314286,110.577,3.828428571,3.414285714,2.271428571,155.4457143
3253,3253,56.65535487,24.53714286,1011.550714,115.4114286,110.1473,3.845428571,3.404285714,2.261428571,152.8157143
3254,3254,56.43556,24.45571429,1011.584571,115.36,109.9631429,3.852714286,3.4,2.257142857,151.6885714
3255,3255,42.797916,19.32,1006.268,110.68,105.1144,8.92024,3.12,2.08,125.7732
3256,3256,42.797916,19.32,1006.268,110.68,105.1144,8.92024,3.12,2.08,125.7732
3257,3257,62.24691083,26.75166667,979.5661667,117.2633333,93.58686667,4.60345,3.511666667,2.041666667,97.08666667
3258,3258,62.24691083,26.75166667,979.5661667,117.2633333,93.58686667,4.60345,3.511666667,2.041666667,97.08666667
3259,3259,56.43952451,24.57587549,994.1505837,114.8715953,108.8677043,5.083322957,3.40077821,2.077821012,107.2652529
3260,3260,56.82073543,24.73212883,991.1439906,115.3322859,108.5648075,5.129148468,3.413982718,2.078554595,108.2442498
3261,3261,56.08940077,24.44597701,999.8166284,113.7708812,110.1060153,5.019164751,3.379310345,2.097318008,106.3977395
3262,3262,63.42581835,27.26609442,1024.654793,110.5808298,110.5712303,6.606806867,3.381974249,2.261802575,114.0852504
3263,3263,43.06448423,19.6,1017.692308,109.8307692,108.6146923,4.888153846,3.130769231,2.207692308,105.6438462
3264,3264,73.05121589,30.53271028,993.4327103,112.5700935,95.78878505,3.511401869,3.570093458,2.158878505,82.33271028
3265,3265,63.59640673,27.11111111,990.559596,111.7171717,97.84205387,4.135690236,3.434343434,2.121212121,94.00875421
3266,3266,51.38175135,22.67181467,1002.428185,113.8764479,107.5405405,5.269722008,3.312741313,2.077220077,122.2933977
3267,3267,56.20665763,24.64333333,998.2830833,114.3883333,95.29750833,4.926625,3.389166667,2.138333333,107.7228333
3268,3268,69.744488,29.48636364,1010.595,111.0136364,106.3399545,4.673363636,3.486363636,2.568181818,92.59181818
3269,3269,60.03346933,25.9,1006.892667,109.9533333,104.5498,4.973733333,3.34,2.42,91.90533333
3270,3270,61.88392,26.6,1006.138667,110.4866667,104.9279333,4.9376,3.373333333,2.42,91.852
3271,3271,61.2174,26.33333333,1008.636667,109.45,104.4765,4.900566667,3.35,2.433333333,92.43533333
3272,3272,40.40674171,18.49496514,1022.568164,108.2525174,106.696708,8.503649884,3.054221534,2.123160341,130.0568242
3273,3273,40.1408849,18.38729667,1023.171418,108.1037955,106.636251,8.553783114,3.047250194,2.120836561,129.2771263
3274,3274,39.96445369,18.31599379,1022.892857,108.0753106,106.5076941,8.704369565,3.043478261,2.120341615,129.3272826
3275,3275,39.71630739,18.21789883,1022.85284,108.0093385,106.364358,8.774960311,3.038132296,2.118287938,128.8519222
3276,3276,39.35393153,18.06998445,1023.980482,107.7690513,106.3561353,8.89051944,3.027993779,2.117418351,128.3083515
3277,3277,39.25138673,18.0312256,1022.984934,107.8485558,106.1444184,8.984510539,3.027322404,2.115534738,128.2275488
3278,3278,39.2757225,18.04255319,1021.207407,108.0858944,105.7774074,9.106948779,3.030732861,2.114263199,128.3383688
3279,3279,38.90777334,17.8966877,1021.50765,107.9305994,105.6919558,9.248908517,3.022082019,2.113564669,128.2468297
3280,3280,60.64136078,26.1372549,1003.606536,115.5098039,93.70179739,4.44569281,3.470588235,2,91.13385621
3281,3281,61.23264503,26.37748344,999.5072848,116.1655629,93.07533113,4.501635762,3.490066225,2,92.29576159
3282,3282,47.46455,20.97222222,1042.063889,106.6666667,103.69,9.556388889,3.111111111,2.194444444,111.4833333
3283,3283,81.24550333,35.21666667,715.45,150.5333333,67.27,9.571916667,4.325,2.483333333,188.0508333
3284,3284,114.14704,47.25,762.8816667,146.55,76.74616667,8.568666667,4.683333333,3.05,149.9516667
3285,3285,114.1322033,47.24166667,762.9841667,146.5333333,76.27866667,8.517583333,4.683333333,3.041666667,150.1016667
3286,3286,82.93491786,35.72857143,747.7,149.8285714,62.205,8.187857143,4.342857143,2.328571429,187.8728571
3287,3287,81.58078929,35.24285714,749.8714286,149.8,61.70357143,8.209714286,4.328571429,2.3,186.7585714
3288,3288,80.22666071,34.75714286,752.0428571,149.7714286,61.20214286,8.231571429,4.314285714,2.271428571,185.6442857
3289,3289,78.87253214,34.27142857,754.2142857,149.7428571,60.70071429,8.253428571,4.3,2.242857143,184.53
3290,3290,77.51840357,33.78571429,756.3857143,149.7142857,60.19928571,8.275285714,4.285714286,2.214285714,183.4157143
3291,3291,76.164275,33.3,758.5571429,149.6857143,59.69785714,8.297142857,4.271428571,2.185714286,182.3014286
3292,3292,52.71126434,23.19379845,996.8751938,114.2945736,105.3294574,5.060449612,3.341085271,2.100775194,121.1262791
3293,3293,53.3706093,23.42635659,1001.076744,112.6666667,108.3007752,5.266031008,3.317829457,2.07751938,114.7696899
3294,3294,53.95913228,23.66929134,996.1629921,113.4015748,107.7858268,5.345464567,3.338582677,2.078740157,116.5233858
3295,3295,54.2604,23.79365079,993.647619,113.7777778,107.5222222,5.386126984,3.349206349,2.079365079,117.4211111
3296,3296,55.29723721,24.12403101,999.2744186,113.4418605,108.6465116,5.266031008,3.356589147,2.07751938,114.885969
3297,3297,51.18642692,22.59230769,1003.731538,113.6923077,106.8792308,5.255692308,3.307692308,2.084615385,122.1976923
3298,3298,51.73622422,22.8203125,998.8976563,114.4375,106.3460938,5.33434375,3.328125,2.0859375,124.05375
3299,3299,51.96098412,22.91352201,996.9215409,114.7421384,106.1281447,5.366496855,3.336477987,2.086477987,124.8125157
3300,3300,52.2459412,23.03169572,994.4161648,115.1283677,105.8518225,5.40726149,3.347068146,2.087163233,125.7745008
3301,3301,51.20833769,22.60769231,1003.555385,113.6307692,107.62,5.281846154,3.307692308,2.076923077,122.4361538
3302,3302,51.53637127,22.74378882,1000.671429,114.0745342,107.3090062,5.328987578,3.319875776,2.077639752,123.5450932
3303,3303,51.61933696,22.77821012,999.9420233,114.1867704,107.2303502,5.340910506,3.322957198,2.077821012,123.8255642
3304,3304,51.84248457,22.87079092,997.9801879,114.4886453,107.018794,5.372978857,3.331245106,2.078308536,124.5799295
3305,3305,52.01168875,22.94099135,996.4926042,114.7175452,106.8583792,5.397295043,3.337529504,2.078678206,125.1519355
3306,3306,52.29727391,23.05947661,993.9818398,115.1038858,106.5876289,5.438336241,3.3481364,2.079302141,126.1173751
3307,3307,52.44177182,23.11942675,992.711465,115.2993631,106.4506369,5.459101911,3.353503185,2.079617834,126.6058599
3308,3308,51.25977308,22.62307692,1004.86,113.6153846,106.7584615,5.206076923,3.307692308,2.076923077,120.4438462
3309,3309,51.28691732,22.6343341,1004.62271,113.65204,106.7321016,5.20991378,3.308698999,2.076982294,120.5339415
3310,3310,51.4506645,22.70224285,1003.191261,113.8731632,106.5730858,5.233059551,3.314771848,2.07733952,121.0774401
3311,3311,51.58828587,22.75931677,1001.988199,114.0590062,106.439441,5.252512422,3.319875776,2.077639752,121.5342236
3312,3312,69.45189406,29.36986301,1015.099543,109.5479452,106.4132877,4.76,3.456621005,2.575342466,83.09680365
3313,3313,69.45189406,29.36986301,1015.099543,109.5479452,106.4132877,4.76,3.456621005,2.575342466,83.09680365
3314,3314,69.45189406,29.36986301,1015.099543,109.5479452,106.4132877,4.76,3.456621005,2.575342466,83.09680365
3315,3315,69.45189406,29.36986301,1015.099543,109.5479452,106.4132877,4.76,3.456621005,2.575342466,83.09680365
3316,3316,69.45189406,29.36986301,1015.099543,109.5479452,106.4132877,4.76,3.456621005,2.575342466,83.09680365
3317,3317,69.45189406,29.36986301,1015.099543,109.5479452,106.4132877,4.76,3.456621005,2.575342466,83.09680365
3318,3318,45.92432368,20.31578947,1042.368421,105.2105263,108.3931579,12.049,3.052631579,2.315789474,127.1739474
3319,3319,45.92432368,20.31578947,1042.368421,105.2105263,108.3931579,12.049,3.052631579,2.315789474,127.1739474
3320,3320,45.92432368,20.31578947,1042.368421,105.2105263,108.3931579,12.049,3.052631579,2.315789474,127.1739474
3321,3321,56.08820562,24.47150664,992.4832943,115.2583919,108.7673692,4.989213115,3.405152225,2.078064012,116.1765886
3322,3322,55.88480666,24.40588691,995.4160341,114.6599535,109.5755229,4.938343919,3.394268009,2.092951201,117.5494268
3323,3323,51.22825038,22.61538462,1004.5,113.5884615,106.9492308,5.240788462,3.307692308,2.076923077,121.2419231
3324,3324,51.21487718,22.61138462,1004.1608,113.5924615,107.1732308,5.260488462,3.307692308,2.076923077,121.7599231
3325,3325,51.20195643,22.60727748,1003.868282,113.5953535,107.3796446,5.277755981,3.307639049,2.076928995,122.2184014
3326,3326,51.18967385,22.60384615,1003.521538,113.6,107.5953846,5.297615385,3.307692308,2.076923077,122.7361538
3327,3327,51.24566538,22.61538462,1003.623077,113.6923077,107.6692308,5.250307692,3.307692308,2.076923077,121.8361538
3328,3328,72.23398333,30.33333333,927.2,127.3333333,96.09166667,3.649333333,3.666666667,2.333333333,64.52166667
3329,3329,72.23398333,30.33333333,927.2,127.3333333,96.09166667,3.649333333,3.666666667,2.333333333,64.52166667
3330,3330,72.23398333,30.33333333,927.2,127.3333333,96.09166667,3.649333333,3.666666667,2.333333333,64.52166667
3331,3331,58.46514079,25.55285714,1007.479286,114.59,111.7714286,3.943714286,3.428571429,2.571428571,139.4628571
3332,3332,58.46400986,25.55142857,1007.498571,114.5914286,111.7714286,3.941714286,3.428571429,2.571428571,139.4914286
3333,3333,58.46287893,25.55,1007.517857,114.5928571,111.7714286,3.939714286,3.428571429,2.571428571,139.52
3334,3334,58.46061707,25.54714286,1007.556429,114.5957143,111.7714286,3.935714286,3.428571429,2.571428571,139.5771429
3335,3335,59.55786,25.72666667,1005.702333,110.36,104.1341,4.944266667,3.34,2.406666667,92.402
3336,3336,59.89132,25.85333333,1005.538,110.4533333,104.2928667,4.934133333,3.346666667,2.413333333,93.052
3337,3337,60.55824,26.10666667,1005.209333,110.64,104.6104,4.913866667,3.36,2.426666667,94.352
3338,3338,59.2244,25.6,1005.866667,110.2666667,103.9753333,4.9544,3.333333333,2.4,91.752
3339,3339,59.56049883,25.73,1005.657333,110.3566667,104.1341,4.948933333,3.34,2.406666667,92.33533333
3340,3340,59.89659767,25.86,1005.448,110.4466667,104.2928667,4.943466667,3.346666667,2.413333333,92.91866667
3341,3341,60.2326965,25.99,1005.238667,110.5366667,104.4516333,4.938,3.353333333,2.42,93.502
3342,3342,60.56879533,26.12,1005.029333,110.6266667,104.6104,4.932533333,3.36,2.426666667,94.08533333
3343,3343,61.240993,26.38,1004.610667,110.8066667,104.9279333,4.9216,3.373333333,2.44,95.252
3344,3344,61.91319067,26.64,1004.192,110.9866667,105.2454667,4.910666667,3.386666667,2.453333333,96.41866667
3345,3345,60.84253867,26.2,1007.918667,109.64,105.1242667,4.993066667,3.346666667,2.44,92.05866667
3346,3346,95.70025581,40.79069767,700.0825581,161.3255814,72.40232558,8.176976744,4.720930233,2.662790698,227.0244186
3347,3347,97.21281395,41.25581395,707.3732558,160.744186,72.40232558,8.514186047,4.720930233,2.662790698,229.35
3348,3348,49.70946653,22.06533333,1007.0016,111.7226667,110.5981333,5.443866667,3.266666667,2.066666667,125.9226667
3349,3349,49.7029964,22.064,1006.989867,111.712,110.5896,5.449333333,3.266666667,2.066666667,126.0266667
3350,3350,49.69005613,22.06133333,1006.9664,111.6906667,110.5725333,5.460266667,3.266666667,2.066666667,126.2346667
3351,3351,49.718382,22.068,1007.227733,111.72,110.4488,5.430733333,3.266666667,2.066666667,125.5773333
3352,3352,49.74167843,22.07989348,1007.306791,111.7203728,110.1440746,5.42563249,3.267643142,2.066577896,125.3275632
3353,3353,49.725718,22.072,1007.870933,111.68,109.9752,5.407733333,3.266666667,2.066666667,124.8533333
3354,3354,49.70926247,22.06406667,1007.025553,111.7333333,110.51766,5.439006667,3.266666667,2.067533333,125.8594
3355,3355,49.63379267,22.03466667,1007.163733,111.7333333,109.5112,5.445866667,3.266666667,2.077333333,126.32
3356,3356,51.23381769,22.61076923,1003.644769,113.6923077,107.5112308,5.251384615,3.307692308,2.078461538,121.9084615
3357,3357,51.189875,22.58873457,1004.453935,113.6358025,107.3983796,5.227700617,3.305555556,2.079475309,121.3950617
3358,3358,51.73622526,22.87001477,993.3087149,114.422452,108.0971935,5.563367799,3.335302806,2.073855244,128.9416544
3359,3359,51.19827462,22.59692308,1003.709846,113.6923077,107.0372308,5.254615385,3.307692308,2.083076923,122.1253846
3360,3360,51.17457923,22.58769231,1003.753231,113.6923077,106.7212308,5.256769231,3.307692308,2.086153846,122.27
3361,3361,51.09164538,22.55538462,1003.905077,113.6923077,105.6152308,5.264307692,3.307692308,2.096923077,122.7761538
3362,3362,51.06795,22.54615385,1003.948462,113.6923077,105.2992308,5.266461538,3.307692308,2.1,122.9207692
3363,3363,51.24778154,22.61653846,1003.808615,113.6807692,107.5326154,5.243673077,3.307692308,2.076923077,121.6273077
3364,3364,51.24989769,22.61769231,1003.994154,113.6692308,107.396,5.237038462,3.307692308,2.076923077,121.4184615
3365,3365,51.25413,22.62,1004.365231,113.6461538,107.1227692,5.223769231,3.307692308,2.076923077,121.0007692
3366,3366,51.26259462,22.62461538,1005.107385,113.6,106.5763077,5.197230769,3.307692308,2.076923077,120.1653846
3367,3367,51.22326877,22.61076923,1003.582462,113.6553846,107.6396923,5.269230769,3.307692308,2.076923077,122.1961538
3368,3368,51.23529418,22.63093415,1002.313629,113.6661562,107.6303216,5.34287902,3.310872894,2.076569678,123.729709
3369,3369,51.15607892,22.59692308,1003.460615,113.5446154,107.5510769,5.326,3.307692308,2.076923077,123.2761538
3370,3370,59.219266,25.598,1005.876067,110.2666667,103.9068667,4.954866667,3.333333333,2.400666667,91.78333333
3371,3371,59.214132,25.596,1005.885467,110.2666667,103.8384,4.955333333,3.333333333,2.401333333,91.81466667
3372,3372,59.203864,25.592,1005.904267,110.2666667,103.7014667,4.956266667,3.333333333,2.402666667,91.87733333
3373,3373,84.67082222,36.33333333,748.6555556,152.8888889,58.76,8.321333333,4.444444444,2,172.5122222
3374,3374,42.91857481,19.39615385,1010.811538,109.4153846,102.7988846,6.636538462,3.103846154,2.103846154,126.8553846
3375,3375,44.8303825,20.08846154,1009.023077,110.1846154,103.1419615,6.636538462,3.142307692,2.103846154,126.9707692
3376,3376,46.74219019,20.78076923,1007.234615,110.9538462,103.4850385,6.636538462,3.180769231,2.103846154,127.0861538
3377,3377,45.39378077,20.30769231,1009.323077,110.3461538,103.4561538,6.669538462,3.153846154,2.115384615,129.5669231
3378,3378,47.30558846,21,1007.534615,111.1153846,103.7992308,6.669538462,3.192307692,2.115384615,129.6823077
3379,3379,61.5342,26.5,997.4166667,116.5,92.75583333,4.530166667,3.5,2,92.88833333
3380,3380,94.05905714,39.71428571,771.9285714,152.5714286,58.29571429,7.607428571,4.571428571,2,156.8014286
3381,3381,84.67082222,36.33333333,748.6555556,152.8888889,58.76,8.321333333,4.444444444,2,172.5122222
3382,3382,51.32719106,22.64919044,1002.907247,113.8026214,107.5921357,5.261938319,3.310717039,2.077101002,122.1100771
3383,3383,51.51889225,22.72868217,1001.224031,114.0620155,107.4108527,5.289286822,3.317829457,2.07751938,122.754186
3384,3384,51.24566538,22.61538462,1003.623077,113.6923077,107.6692308,5.250307692,3.307692308,2.076923077,121.8361538
3385,3385,51.26682692,22.62692308,1005.478462,113.5769231,106.3030769,5.183961538,3.307692308,2.076923077,119.7476923
3386,3386,51.22969798,22.60846154,1003.668423,113.6715385,107.4798846,5.261038462,3.307692308,2.083846154,122.0957692
3387,3387,51.20308565,22.59692308,1003.744,113.6369231,107.1643077,5.278923077,3.307692308,2.095384615,122.5284615
3388,3388,49.50902235,22,1026.464706,110.6764706,108.4094118,4.977647059,3.235294118,2.323529412,129.4470588
3389,3389,50.19037529,22.26470588,1027.823529,110.4117647,108.4094118,5.171764706,3.235294118,2.323529412,119.7411765
3390,3390,50.04884588,22.17647059,1027.223529,110.4117647,108.4094118,5.101176471,3.235294118,2.323529412,119.7411765
3391,3391,46.81295588,20.97058824,998.9264706,110.4411765,98.00882353,4.639,3.176470588,2.088235294,99.18764706
3392,3392,57.43425028,24.8079096,1014.780791,115.1525424,111.5367232,3.757875706,3.412429379,2.282485876,157.3323164
3393,3393,57.20147022,24.71348315,1016.456742,114.8764045,111.7022472,3.738011236,3.404494382,2.280898876,156.4675843
3394,3394,57.90779143,25,1011.371429,115.7142857,111.2,3.798285714,3.428571429,2.285714286,159.0914286
3395,3395,55.50229231,24.23076923,997.1692308,114.5384615,109.2384615,4.919538462,3.384615385,2.076923077,114.5284615
3396,3396,55.50229231,24.23076923,997.1692308,114.5384615,109.2384615,4.919538462,3.384615385,2.076923077,114.5284615
3397,3397,59.2244,25.6,1005.866667,110.2666667,103.9753333,4.9544,3.333333333,2.4,91.752
3398,3398,65.73669688,28.015625,1000.20625,114.234375,103.8695313,4.0889375,3.5,2.234375,95.12125
3399,3399,65.73669688,28.015625,1000.20625,114.234375,103.8695313,4.0889375,3.5,2.234375,95.12125
3400,3400,96.039114,40.87,717.698,155.56,77.129,8.5025,4.68,2.28,242.261
3401,3401,54.66305333,23.89333333,1006.806667,111.2666667,111.8477333,5.191733333,3.32,2.066666667,111.112
3402,3402,59.3441,25.81428571,1008.812857,114.0642857,111.7714286,3.992571429,3.428571429,2.307142857,127.6271429
3403,3403,92.31738857,39.14285714,732.4428571,154.8571429,82.01428571,10.36028571,4.571428571,2.142857143,206.9157143
3404,3404,78.11538857,34,745.7285714,149.1428571,79.46571429,10.36028571,4.285714286,2.142857143,206.0585714
3405,3405,78.44805714,34.14285714,746.7285714,148.7142857,79.46571429,10.77457143,4.285714286,2.142857143,208.9157143
3406,3406,78.68737286,34.28571429,747.8714286,148.8571429,79.46571429,10.33171429,4.285714286,2.142857143,203.9157143
3407,3407,97.046275,41,737.0375,149,71.57875,9.09525,4.5,2.75,169.05125
3408,3408,103.0765106,43.38888889,768.6222222,148.6666667,97.93833333,9.105777778,4.611111111,3.277777778,165.09
3409,3409,102.5339789,43.17777778,768.3333333,148.5111111,97.63577778,9.074,4.6,3.266666667,162.59
3410,3410,101.4489156,42.75555556,767.7555556,148.2,97.03066667,9.010444444,4.577777778,3.244444444,157.59
3411,3411,100.3638522,42.33333333,767.1777778,147.8888889,96.42555556,8.946888889,4.555555556,3.222222222,152.59
3412,3412,98.26697125,41.475,737.6875,149.35,72.2595,9.16675,4.525,2.775,174.67625
3413,3413,99.4876675,41.95,738.3375,149.7,72.94025,9.23825,4.55,2.8,180.30125
3414,3414,100.0980156,42.1875,738.6625,149.875,73.280625,9.274,4.5625,2.8125,183.11375
3415,3415,65.23905333,27.73333333,984.4666667,112.5333333,95.56466667,4.061066667,3.466666667,2.133333333,92.81866667
3416,3416,65.23905333,27.73333333,984.4666667,112.5333333,95.56466667,4.061066667,3.466666667,2.133333333,92.81866667
3417,3417,65.56457233,27.86,984.64,112.6266667,95.7462,4.080133333,3.473333333,2.14,94.31866667
3418,3418,65.89009133,27.98666667,984.8133333,112.72,95.92773333,4.0992,3.48,2.146666667,95.81866667
3419,3419,66.05285083,28.05,984.9,112.7666667,96.0185,4.108733333,3.483333333,2.15,96.56866667
3420,3420,66.37836983,28.17666667,985.0733333,112.86,96.20003333,4.1278,3.49,2.156666667,98.06866667
3421,3421,73.78171571,30.70714286,992.3978571,119.5,91.44857143,2.894785714,3.628571429,2.25,64.54428571
3422,3422,76.61368429,31.77857143,994.6221429,119.8714286,91.26571429,3.144357143,3.685714286,2.292857143,66.09
3423,3423,73.79443286,30.71428571,992.31,119.5142857,91.84928571,2.938571429,3.628571429,2.257142857,64.41571429
3424,3424,76.633,31.90909091,982.4,113.4545455,93.7,3.530181818,3.636363636,2.181818182,84.58727273
3425,3425,61.31661622,26.483125,992.18875,111.96125,99.00463125,4.8170125,3.416875,2.291875,116.439375
3426,3426,53.6619716,23.5393053,1003.532663,113.6538696,95.89579525,4.664047532,3.340645948,2,96.15344912
3427,3427,60.71442455,26.16693944,1003.1,115.5908347,93.62438625,4.452605565,3.47299509,2,91.27743044
3428,3428,49.39041767,21.94,1006.84,111.64,110.4251333,5.419333333,3.26,2.06,124.3186667
3429,3429,50.88198054,22.475,1024.038929,110.7428571,106.7489286,4.515071429,3.239285714,2.310714286,117.6628571
3430,3430,57.48023494,24.93080789,999.4084654,113.8546579,109.0788558,5.932707383,3.391573251,2.077309625,115.0868458
3431,3431,56.98861917,24.74526479,999.4409354,113.8044066,108.8947429,5.888795516,3.383842288,2.073444144,114.5843332
3432,3432,56.51266373,24.56612529,999.3521268,113.7726218,108.6981439,5.847058005,3.376643465,2.069605568,114.1246172
3433,3433,56.02085785,24.38051044,999.3846094,113.7223511,108.5139598,5.803129157,3.368909513,2.065738592,113.6219103
3434,3434,55.59029078,24.21998451,998.9311387,113.7459334,108.2791634,5.767778466,3.363284276,2.061967467,113.2891634
3435,3435,55.18879053,24.07142857,998.2319876,113.806677,108.0180512,5.736596273,3.358695652,2.058229814,113.0404348
3436,3436,54.84587701,23.94699922,997.0376461,113.9423227,107.7038971,5.713816056,3.356196415,2.054559626,112.9610522
3437,3437,50.05733767,22.19333333,1006.511333,111.8266667,110.7426667,5.399066667,3.273333333,2.073333333,125.6186667
3438,3438,50.86871382,22.51315789,1000.375,113.0921053,109.3348684,5.472105263,3.302631579,2.065789474,126.0052632
3439,3439,69.43629286,30.82857143,751.1357143,149.6,75.31857143,10.20028571,4.185714286,2.257142857,233.9157143
3440,3440,74.0463,32.44444444,712.6444444,149.8888889,58.91111111,8.533555556,4.222222222,2.111111111,183.6011111
3441,3441,85.0923,36.44444444,702.3111111,154.3333333,60.89333333,8.533555556,4.444444444,2.111111111,184.2677778
3442,3442,67.04770659,29.79120879,714.6472527,150.2747253,60.2,9.507912088,4.131868132,2.230769231,199.2208791
3443,3443,94.06209357,39.69201521,761.8741445,147.7452471,84.38441065,17.99022814,4.429657795,3.007604563,208.86673
3444,3444,55.50229231,24.23076923,997.1692308,114.5384615,109.2384615,4.919538462,3.384615385,2.076923077,114.5284615
3445,3445,55.49459765,24.22846154,997.1579231,114.5430769,109.2384615,4.919076923,3.384615385,2.079230769,114.6323077
3446,3446,55.48177323,24.22461538,997.1390769,114.5507692,109.2384615,4.918307692,3.384615385,2.083076923,114.8053846
3447,3447,55.46381904,24.21923077,997.1126923,114.5615385,109.2384615,4.917230769,3.384615385,2.088461538,115.0476923
3448,3448,55.45099462,24.21538462,997.0938462,114.5692308,109.2384615,4.916461538,3.384615385,2.092307692,115.2207692
3449,3449,55.42534577,24.20769231,997.0561538,114.5846154,109.2384615,4.914923077,3.384615385,2.1,115.5669231
3450,3450,56.50290769,24.53846154,1001.992308,114.1538462,109.2384615,5.142615385,3.384615385,2.076923077,116.0669231
3451,3451,56.46519458,24.52692308,1001.836308,114.17,109.2384615,5.135461538,3.384615385,2.079230769,116.1246154
3452,3452,56.40485359,24.50846154,1001.586708,114.1958462,109.2384615,5.124015385,3.384615385,2.082923077,116.2169231
3453,3453,56.31434212,24.48076923,1001.212308,114.2346154,109.2384615,5.106846154,3.384615385,2.088461538,116.3553846
3454,3454,56.25148692,24.46153846,1000.952308,114.2615385,109.2384615,5.094923077,3.384615385,2.092307692,116.4515385
